name,full_name,birth_date,age,height_cm,weight_kgs,positions,nationality,overall_rating,potential,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),body_type,release_clause_euro,national_team,national_rating,national_team_position,national_jersey_number,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle
7851,8385,2557,24,152.4,73.9,328,16,63,70,2479280.1853212044,9902.134628416536,0,1,2,2,6,4622522.181547434,11,76.34189031505251,28,12.456242707117854,60,30,57,58,26,56,32,31,53,47,75,71,71,58,67,28,57,70,54,28,53,61,50,37,37,49,69,58,61
720,422,3372,19,154.94,68.0,835,120,63,76,700000.0,1000.0,1,1,3,3,3,1700000.0,11,76.34189031505251,28,12.456242707117854,56,68,58,59,51,65,48,38,54,66,65,64,68,53,67,61,65,54,60,65,50,45,60,62,53,50,24,41,34
3396,3266,4713,27,182.88,69.9,104,6,63,65,375000.0,1000.0,1,1,2,2,6,534000.0,11,76.34189031505251,28,12.456242707117854,24,24,57,35,27,27,23,28,32,44,58,54,43,65,49,36,68,60,80,24,63,57,25,29,35,53,65,65,63
121,544,3993,37,187.96,88.0,104,53,63,63,50000.0,1000.0,1,1,3,2,9,88000.0,11,76.34189031505251,28,12.456242707117854,41,32,66,56,20,38,40,29,54,57,43,31,57,56,58,21,70,30,79,40,71,60,29,45,31,57,59,62,55
16976,16685,1712,21,182.88,77.1,116,133,63,74,550000.0,1000.0,0,1,3,2,6,990000.0,11,76.34189031505251,28,12.456242707117854,61,29,59,58,28,54,27,32,46,61,68,66,57,60,59,46,66,67,65,34,56,65,46,38,36,50,59,63,64
8318,8251,2392,27,182.88,81.2,0,18,63,63,400000.0,3000.0,0,1,2,2,6,760000.0,11,76.34189031505251,28,12.456242707117854,59,56,45,64,62,63,70,62,54,61,58,62,64,68,54,47,68,62,62,58,49,56,63,64,74,60,19,56,42
10675,10989,5315,23,187.96,76.2,227,39,63,71,525000.0,2000.0,1,1,3,2,3,761000.0,11,76.34189031505251,28,12.456242707117854,52,56,53,66,56,63,53,44,61,62,57,65,68,66,74,66,67,75,69,58,64,52,54,64,51,63,52,56,53
1808,1863,5819,25,195.58,78.9,104,44,63,68,425000.0,2000.0,1,1,3,2,3,4622522.181547434,11,76.34189031505251,28,12.456242707117854,20,13,67,54,11,35,19,23,49,45,37,52,42,59,38,48,70,59,77,25,63,57,28,35,24,50,56,62,65
4691,4593,334,22,152.4,68.0,328,133,63,70,450000.0,1000.0,0,1,2,2,6,810000.0,11,76.34189031505251,28,12.456242707117854,54,35,55,54,34,55,46,41,44,53,76,71,57,66,74,35,59,78,72,37,67,61,42,43,41,44,55,59,63
3734,4149,4585,22,185.42,73.0,146,57,63,71,475000.0,1000.0,1,1,2,2,6,784000.0,11,76.34189031505251,28,12.456242707117854,48,48,45,59,35,54,60,60,57,56,59,65,64,63,60,70,60,82,74,58,78,57,56,54,37,60,57,63,59
1155,1366,4813,27,154.94,73.9,227,76,63,64,425000.0,1000.0,0,1,3,2,3,691000.0,11,76.34189031505251,28,12.456242707117854,61,49,59,64,39,58,41,40,60,63,54,52,65,70,65,63,58,73,61,59,66,63,59,57,45,61,55,61,51
6921,7651,5956,25,187.96,74.8,328,44,63,68,400000.0,3000.0,0,1,3,2,6,4622522.181547434,11,76.34189031505251,28,12.456242707117854,72,60,65,62,36,61,71,68,56,58,68,69,49,51,28,60,81,73,72,54,68,57,61,52,61,50,51,62,60
8946,9097,967,29,182.88,78.0,709,57,63,63,375000.0,1000.0,1,1,3,2,3,544000.0,11,76.34189031505251,28,12.456242707117854,61,53,46,56,49,56,56,36,53,57,83,88,79,57,78,50,81,91,73,42,80,53,55,55,46,57,60,59,57
9391,10092,1445,25,154.94,67.1,409,44,63,65,450000.0,3000.0,1,1,4,2,6,821000.0,11,76.34189031505251,28,12.456242707117854,52,62,52,62,45,61,46,32,58,65,64,69,59,62,71,59,63,73,69,55,84,55,63,57,39,70,56,56,51
16716,16413,2501,25,172.72,68.0,601,57,63,67,400000.0,1000.0,1,1,3,2,6,610000.0,11,76.34189031505251,28,12.456242707117854,56,55,48,64,47,60,61,33,56,62,80,76,84,70,83,64,81,85,62,59,72,62,56,59,52,64,53,55,48
8217,6925,3415,24,172.72,74.8,644,84,63,67,475000.0,1000.0,0,1,2,2,6,629000.0,11,76.34189031505251,28,12.456242707117854,58,57,45,56,35,61,59,41,57,61,85,84,80,50,64,66,55,66,58,55,59,55,67,47,44,63,47,42,43
1923,2291,2040,21,154.94,66.2,823,16,63,73,2479280.1853212044,9902.134628416536,1,1,3,2,3,4622522.181547434,11,76.34189031505251,28,12.456242707117854,28,66,56,43,46,57,48,33,33,60,79,82,84,62,50,64,57,35,60,50,28,16,64,47,52,54,23,17,18
4828,5488,2092,24,182.88,73.9,689,39,63,68,500000.0,3000.0,1,1,3,3,6,663000.0,11,76.34189031505251,28,12.456242707117854,59,56,52,59,48,65,49,50,54,64,69,73,64,59,70,68,59,75,74,56,76,53,58,53,53,58,54,56,54
9923,17166,925,28,175.26,68.9,597,28,63,63,300000.0,3000.0,1,1,2,2,3,645000.0,11,76.34189031505251,28,12.456242707117854,53,41,44,60,25,62,46,32,46,59,76,78,79,63,79,50,74,69,48,42,76,63,55,56,33,46,59,59,58
13111,13353,6125,28,193.04,84.8,149,110,63,64,350000.0,1000.0,1,1,3,2,6,464000.0,11,76.34189031505251,28,12.456242707117854,49,49,57,58,55,53,56,43,55,62,51,51,45,62,54,69,54,70,78,61,69,61,52,54,46,58,62,62,63
10751,10338,3023,27,152.4,77.1,476,57,63,64,425000.0,2000.0,1,1,5,3,6,648000.0,11,76.34189031505251,28,12.456242707117854,59,61,54,64,57,66,50,41,54,64,69,67,73,63,76,61,71,60,68,52,59,47,58,56,49,60,40,46,45
14210,14364,5797,29,185.42,73.9,104,124,63,63,300000.0,4000.0,1,1,3,2,3,495000.0,11,76.34189031505251,28,12.456242707117854,22,18,64,54,24,32,29,28,45,39,57,64,42,58,65,38,70,65,71,23,55,63,23,37,43,49,62,65,65
12173,12444,4744,25,154.94,71.2,769,8,63,66,475000.0,1000.0,1,1,4,3,3,629000.0,11,76.34189031505251,28,12.456242707117854,48,60,40,56,48,65,51,42,41,62,89,89,77,56,70,62,36,71,63,47,38,20,58,57,53,56,18,23,24
10528,11894,2506,20,190.5,77.1,104,44,63,79,725000.0,6000.0,1,1,2,2,6,1800000.0,11,76.34189031505251,28,12.456242707117854,35,30,63,34,29,33,33,30,29,42,46,46,35,57,49,45,66,54,70,21,70,63,31,35,45,60,64,65,65
407,1715,2578,20,190.5,86.2,104,53,63,74,550000.0,2000.0,1,1,2,2,6,1200000.0,11,76.34189031505251,28,12.456242707117854,21,20,67,42,36,23,24,27,41,41,55,53,36,53,31,54,62,52,90,14,62,58,23,28,36,52,60,64,59
3033,17512,2616,30,170.18,66.2,236,28,63,63,350000.0,3000.0,1,1,4,3,3,753000.0,11,76.34189031505251,28,12.456242707117854,37,62,37,62,37,66,68,68,57,67,80,71,70,65,89,66,81,59,34,68,29,52,67,60,47,50,63,49,35
10601,10591,4451,21,152.4,69.9,607,23,63,76,625000.0,1000.0,1,1,3,2,6,1500000.0,11,76.34189031505251,28,12.456242707117854,66,24,47,63,27,66,47,30,60,65,76,78,66,55,71,28,62,58,67,29,52,58,40,53,40,43,52,60,64
7251,8261,5195,31,172.72,69.9,140,29,63,63,270000.0,1000.0,1,1,3,2,6,365000.0,11,76.34189031505251,28,12.456242707117854,63,42,53,62,40,64,58,60,54,58,75,74,74,65,75,69,73,83,61,67,68,62,67,58,49,65,59,62,63
10651,11774,1523,25,152.4,71.2,328,44,63,68,400000.0,3000.0,0,1,2,2,6,730000.0,11,76.34189031505251,28,12.456242707117854,62,56,46,57,23,57,43,53,56,56,67,69,73,60,78,63,74,80,71,58,80,58,55,50,56,43,57,64,60
12440,12829,2425,22,175.26,67.1,49,57,63,68,500000.0,6000.0,1,1,3,3,6,988000.0,11,76.34189031505251,28,12.456242707117854,60,60,48,62,63,68,65,60,51,69,68,66,75,52,78,67,58,52,43,64,58,27,50,60,60,50,20,16,21
1217,237,1301,26,187.96,69.9,327,44,63,65,325000.0,2000.0,1,1,2,1,6,593000.0,11,76.34189031505251,28,12.456242707117854,14,12,19,24,12,16,18,19,22,23,24,20,38,58,32,25,44,29,25,17,14,16,11,32,23,44,15,16,14
931,1307,5671,27,185.42,78.0,327,29,63,67,325000.0,1000.0,1,1,2,1,6,463000.0,11,76.34189031505251,28,12.456242707117854,15,15,11,37,13,14,19,15,24,17,45,42,35,57,58,25,66,33,58,13,15,16,15,28,25,43,22,13,12
16289,16275,2109,27,152.4,71.2,18,81,63,64,425000.0,1000.0,0,1,3,3,6,648000.0,11,76.34189031505251,28,12.456242707117854,57,56,55,62,43,65,63,47,64,66,70,68,72,50,71,62,68,65,52,53,50,56,56,62,48,55,50,56,59
12647,12638,507,24,190.5,83.9,116,57,63,72,500000.0,2000.0,0,1,3,2,3,900000.0,11,76.34189031505251,28,12.456242707117854,54,26,66,58,30,39,34,27,41,59,57,63,40,59,45,53,64,58,74,32,64,56,31,38,40,43,63,61,58
737,218,994,32,187.96,82.1,105,118,63,63,250000.0,1000.0,1,1,3,2,6,338000.0,11,76.34189031505251,28,12.456242707117854,35,31,62,47,42,47,37,24,40,49,68,61,68,59,59,63,67,62,77,28,78,61,30,46,44,60,52,63,59
11029,10571,3211,29,185.42,82.1,149,6,63,63,290000.0,3000.0,1,1,3,2,6,421000.0,11,76.34189031505251,28,12.456242707117854,30,37,72,61,24,53,26,18,56,60,48,51,55,54,55,44,72,72,76,24,68,68,55,48,34,57,56,65,60
7481,8777,566,21,175.26,73.0,26,53,63,76,700000.0,3000.0,1,1,3,3,3,4622522.181547434,11,76.34189031505251,28,12.456242707117854,63,53,50,66,47,63,56,53,59,66,69,71,72,57,73,61,58,60,59,59,58,54,58,59,58,57,51,64,62
5213,5406,4044,21,190.5,83.0,574,27,63,77,725000.0,3000.0,1,1,3,2,3,4622522.181547434,11,76.34189031505251,28,12.456242707117854,57,30,67,60,23,46,23,28,30,61,54,55,51,54,34,38,76,58,86,25,59,67,23,33,40,52,65,66,66
3914,3592,3984,27,187.96,83.0,104,29,63,64,350000.0,1000.0,1,1,3,2,6,499000.0,11,76.34189031505251,28,12.456242707117854,29,24,68,49,23,28,29,30,42,37,50,53,54,58,55,32,71,55,77,23,64,67,29,35,35,48,59,62,57
4879,5457,4698,25,154.94,77.1,131,74,63,68,425000.0,2000.0,1,1,3,2,6,563000.0,11,76.34189031505251,28,12.456242707117854,53,58,61,58,35,52,56,65,54,61,72,68,71,69,71,69,70,69,68,51,73,52,55,55,36,59,63,62,60
566,298,5552,22,187.96,82.1,823,9,63,72,575000.0,2000.0,1,1,4,2,6,949000.0,11,76.34189031505251,28,12.456242707117854,52,61,68,52,52,57,56,67,42,60,71,75,61,58,64,64,55,61,75,50,54,17,62,52,60,48,18,21,17
13440,13915,882,23,185.42,83.9,823,6,63,68,500000.0,3000.0,0,1,3,2,6,863000.0,11,76.34189031505251,28,12.456242707117854,34,64,55,54,48,58,45,36,42,59,62,64,65,59,63,63,60,69,80,64,35,36,71,51,43,54,32,25,21
2321,2884,2588,26,195.58,78.0,104,120,63,68,400000.0,4000.0,1,1,2,2,3,730000.0,11,76.34189031505251,28,12.456242707117854,18,32,68,45,23,22,22,28,37,45,60,38,31,47,29,51,70,54,83,35,66,56,24,43,50,43,58,63,65
4255,4759,2966,31,152.4,83.0,495,110,63,63,350000.0,1000.0,0,1,4,2,6,438000.0,11,76.34189031505251,28,12.456242707117854,65,60,63,59,53,62,64,64,55,68,75,55,61,52,73,76,70,81,77,65,61,51,64,67,24,62,42,51,43
8514,17858,2643,23,175.26,71.2,224,84,63,68,500000.0,2000.0,1,1,5,3,3,763000.0,11,76.34189031505251,28,12.456242707117854,51,64,48,58,57,69,49,41,48,67,77,73,81,64,79,48,70,58,45,57,31,22,63,49,51,47,30,28,26
5069,5220,2189,20,185.42,73.9,227,76,63,80,775000.0,2000.0,1,1,3,2,3,4622522.181547434,11,76.34189031505251,28,12.456242707117854,59,53,49,68,50,60,59,57,70,66,62,48,66,60,73,66,48,47,52,47,53,40,55,69,64,59,57,58,58
10017,9934,2390,35,182.88,74.8,116,18,63,63,110000.0,3000.0,0,1,3,2,6,209000.0,11,76.34189031505251,28,12.456242707117854,51,25,61,53,57,23,35,50,45,51,64,67,44,61,51,48,73,40,53,41,65,64,23,38,47,58,72,66,55
16586,16473,510,21,193.04,84.8,105,147,63,78,725000.0,2000.0,1,1,2,2,6,1900000.0,11,76.34189031505251,28,12.456242707117854,35,28,69,51,33,34,33,33,43,47,55,45,36,52,34,47,65,76,77,22,53,59,23,29,41,53,60,66,63
10945,11934,3566,28,175.26,64.9,824,53,63,63,375000.0,3000.0,1,1,3,3,3,656000.0,11,76.34189031505251,28,12.456242707117854,60,61,49,63,57,65,59,43,57,65,76,74,82,62,73,60,73,71,66,57,36,17,64,63,57,62,36,19,14
12564,12789,4720,19,187.96,88.0,104,97,63,76,575000.0,4000.0,1,1,3,2,6,1300000.0,11,76.34189031505251,28,12.456242707117854,37,31,61,52,36,44,38,37,50,56,68,69,38,51,41,44,67,62,80,40,48,59,26,28,44,46,58,65,66
14343,14453,1528,20,187.96,79.8,116,152,63,78,725000.0,8000.0,1,1,3,2,3,4622522.181547434,11,76.34189031505251,28,12.456242707117854,23,16,64,59,22,31,18,38,54,51,45,52,41,50,44,49,66,62,65,28,57,64,22,26,42,55,57,69,63
3415,3836,3807,19,175.26,73.0,645,8,63,78,800000.0,1000.0,1,1,3,3,3,4622522.181547434,11,76.34189031505251,28,12.456242707117854,55,46,39,68,37,63,42,37,55,65,68,69,66,52,72,62,55,74,43,57,74,29,59,63,40,62,32,37,35
9084,17647,3584,26,185.42,77.1,104,84,63,64,350000.0,2000.0,1,1,3,2,6,464000.0,11,76.34189031505251,28,12.456242707117854,36,31,67,50,26,43,23,28,48,57,71,66,62,59,58,35,66,64,70,29,68,59,36,37,31,63,55,65,63
10940,11124,3637,26,190.5,87.1,104,9,63,65,375000.0,3000.0,1,1,3,2,6,572000.0,11,76.34189031505251,28,12.456242707117854,39,26,58,53,40,54,39,23,58,51,34,62,57,57,30,33,53,62,88,41,66,62,37,49,20,54,55,62,63
11113,11510,5067,18,170.18,71.2,823,120,63,78,750000.0,5000.0,1,1,3,2,9,1900000.0,11,76.34189031505251,28,12.456242707117854,39,64,64,55,44,57,50,41,42,58,85,82,85,60,89,60,63,55,52,56,38,13,65,56,62,55,18,23,15
15572,17468,2439,29,175.26,69.9,375,79,63,63,290000.0,2000.0,1,1,4,2,6,363000.0,11,76.34189031505251,28,12.456242707117854,68,61,44,65,49,64,69,44,60,68,60,69,63,46,74,62,71,77,70,58,41,51,39,25,33,47,63,65,61
14313,14844,3378,29,152.4,72.1,716,1,63,63,350000.0,1000.0,0,1,5,2,3,508000.0,11,76.34189031505251,28,12.456242707117854,60,48,52,60,44,62,60,37,50,63,76,75,77,67,75,63,60,77,65,49,69,52,58,53,54,57,46,60,54
14213,15240,5720,29,182.88,79.8,104,124,63,63,300000.0,3000.0,1,1,3,2,6,495000.0,11,76.34189031505251,28,12.456242707117854,33,21,63,46,28,31,23,22,27,44,49,59,47,57,58,34,85,74,80,20,68,55,22,32,35,44,57,65,59
15745,15397,267,30,175.26,64.0,823,78,63,63,375000.0,2000.0,1,1,2,2,3,4622522.181547434,11,76.34189031505251,28,12.456242707117854,41,62,52,57,56,62,33,35,40,58,81,77,73,56,66,64,64,73,67,59,53,45,62,56,59,60,34,36,30
15864,15399,1210,36,187.96,88.9,327,104,63,63,90000.0,1000.0,1,1,3,1,9,131000.0,11,76.34189031505251,28,12.456242707117854,10,4,6,19,10,13,14,10,28,20,34,34,38,60,35,30,60,26,57,8,35,22,14,36,9,38,14,10,15
6115,6227,3300,26,175.26,76.2,572,29,63,66,375000.0,1000.0,1,1,3,2,6,534000.0,11,76.34189031505251,28,12.456242707117854,59,47,52,58,38,53,54,40,51,54,63,65,72,59,71,57,71,72,65,50,57,60,47,34,49,56,58,67,67
5636,6041,3655,24,175.26,63.0,247,53,63,70,500000.0,1000.0,1,1,2,2,3,975000.0,11,76.34189031505251,28,12.456242707117854,61,54,51,68,41,59,48,40,62,62,66,66,73,62,77,56,65,71,40,45,59,59,63,59,45,58,58,63,61
15464,15448,470,25,193.04,83.9,327,57,63,68,350000.0,1000.0,1,1,4,1,6,499000.0,11,76.34189031505251,28,12.456242707117854,14,14,17,29,16,12,20,15,24,25,57,58,36,59,41,20,54,38,72,20,27,20,17,16,26,50,10,16,13
6536,6514,881,24,193.04,79.8,327,120,63,70,375000.0,1000.0,1,1,3,1,6,731000.0,11,76.34189031505251,28,12.456242707117854,14,13,12,33,13,21,12,12,25,34,43,46,63,55,43,22,74,28,72,16,37,15,14,43,41,43,12,11,16
9919,17152,2686,33,154.94,76.2,149,28,63,63,150000.0,3000.0,1,1,3,3,6,323000.0,11,76.34189031505251,28,12.456242707117854,60,53,52,68,45,63,48,49,62,64,70,61,59,55,50,53,52,55,64,51,65,60,59,65,58,65,64,63,60
7402,7247,5682,32,185.42,74.8,298,44,63,63,325000.0,3000.0,1,1,3,2,6,569000.0,11,76.34189031505251,28,12.456242707117854,52,55,52,62,54,58,56,61,61,64,56,66,71,64,60,64,51,76,73,59,66,48,60,64,57,64,55,54,54
1032,1018,4263,28,190.5,68.0,851,110,63,63,375000.0,1000.0,1,1,3,3,3,469000.0,11,76.34189031505251,28,12.456242707117854,51,62,65,57,61,68,55,54,34,64,70,77,73,48,55,59,67,62,62,59,45,20,62,47,63,58,27,21,17
12737,12890,5570,20,152.4,67.1,650,8,63,77,800000.0,1000.0,0,1,3,3,6,2300000.0,11,76.34189031505251,28,12.456242707117854,58,53,44,64,55,68,57,51,60,63,73,75,75,44,71,65,56,57,54,60,40,22,58,58,56,51,51,32,35
7012,8120,3783,27,175.26,69.9,366,34,63,64,350000.0,2000.0,0,1,3,2,3,551000.0,11,76.34189031505251,28,12.456242707117854,63,33,44,60,39,58,59,39,61,60,68,65,75,64,76,56,68,60,52,51,60,65,51,42,37,57,60,64,60
10881,10213,3164,25,195.58,88.0,104,39,63,66,400000.0,2000.0,1,1,3,2,6,530000.0,11,76.34189031505251,28,12.456242707117854,45,33,66,54,23,45,27,30,50,53,63,61,35,60,45,42,57,63,77,35,56,62,27,52,38,45,60,63,59
6055,6244,1265,26,175.26,73.9,399,44,63,64,450000.0,3000.0,1,1,2,3,6,4622522.181547434,11,76.34189031505251,28,12.456242707117854,61,66,55,63,61,61,40,37,59,56,75,71,70,56,61,68,72,59,55,60,41,40,61,64,62,66,35,33,28
16250,16176,3243,32,190.5,86.2,327,124,63,63,210000.0,5000.0,1,1,2,1,6,357000.0,11,76.34189031505251,28,12.456242707117854,14,11,12,26,12,11,11,13,37,20,37,34,43,65,30,22,45,38,63,13,30,22,13,62,12,45,18,11,12
9457,9335,5129,30,182.88,83.0,110,97,63,63,290000.0,2000.0,1,1,3,2,6,479000.0,11,76.34189031505251,28,12.456242707117854,57,20,57,63,38,64,46,11,60,61,60,56,52,62,53,51,56,47,72,45,61,64,35,58,59,60,60,60,64
10530,11413,2904,24,172.72,68.0,39,1,63,67,475000.0,1000.0,1,1,4,3,6,724000.0,11,76.34189031505251,28,12.456242707117854,62,63,30,62,42,64,66,64,51,63,81,78,83,56,84,48,48,63,41,55,43,20,60,58,45,50,31,33,32
2978,8519,2614,33,175.26,67.1,6,133,63,63,220000.0,2000.0,0,1,3,3,3,341000.0,11,76.34189031505251,28,12.456242707117854,61,59,35,65,63,68,64,60,63,65,56,44,65,46,66,55,61,56,37,64,76,24,65,63,58,55,24,27,30
4592,4328,4501,20,165.1,54.9,703,97,63,73,600000.0,5000.0,0,1,3,2,3,4622522.181547434,11,76.34189031505251,28,12.456242707117854,60,60,43,64,48,68,54,64,60,62,82,81,74,55,78,60,42,41,42,46,32,24,51,53,61,51,17,29,29
8390,8587,4718,22,190.5,83.0,327,133,63,74,500000.0,1000.0,1,1,3,1,6,900000.0,11,76.34189031505251,28,12.456242707117854,16,17,18,26,19,21,17,19,25,12,32,35,34,47,33,25,45,28,69,13,23,22,20,30,24,41,15,14,20
16358,16190,822,20,175.26,76.2,422,6,63,78,800000.0,2000.0,0,1,2,2,6,1700000.0,11,76.34189031505251,28,12.456242707117854,63,58,53,54,34,65,62,56,47,62,76,71,69,59,75,68,81,78,52,42,66,39,57,50,42,56,48,47,39
14608,14503,5515,25,182.88,79.8,483,127,63,66,475000.0,3000.0,0,1,4,3,6,724000.0,11,76.34189031505251,28,12.456242707117854,63,53,37,58,41,66,41,33,48,64,76,74,67,53,63,50,47,65,60,40,27,25,60,61,54,53,36,31,25
2863,2396,2874,18,167.64,59.9,227,44,63,78,750000.0,1000.0,1,1,3,2,6,1800000.0,11,76.34189031505251,28,12.456242707117854,42,58,41,67,53,57,54,33,60,68,66,65,85,56,93,56,58,63,56,57,50,60,59,67,50,65,55,53,26
12653,12763,2129,25,182.88,74.8,572,44,63,67,400000.0,2000.0,1,1,4,2,6,4622522.181547434,11,76.34189031505251,28,12.456242707117854,57,46,64,63,52,53,44,26,62,60,72,65,71,61,64,58,73,75,69,37,59,60,54,51,39,58,61,60,60
3026,17517,691,33,182.88,79.8,599,28,63,63,200000.0,2000.0,0,1,3,2,6,430000.0,11,76.34189031505251,28,12.456242707117854,62,57,57,59,59,62,37,40,53,63,70,52,56,59,61,65,60,71,62,49,66,62,60,63,39,55,62,60,65
14755,14565,1134,22,190.5,78.0,104,120,63,76,625000.0,1000.0,0,1,3,2,6,1400000.0,11,76.34189031505251,28,12.456242707117854,50,29,61,58,26,55,29,32,55,56,66,62,58,62,58,22,70,69,69,21,60,61,44,39,41,60,60,64,63
5700,5941,186,36,187.96,89.8,327,106,63,63,90000.0,1000.0,1,1,3,1,6,113000.0,11,76.34189031505251,28,12.456242707117854,14,11,19,24,17,22,14,14,23,12,36,43,42,67,50,16,70,28,69,11,26,21,10,30,15,58,12,12,12
5287,4881,2390,35,182.88,78.0,0,18,63,63,190000.0,4000.0,1,1,3,2,6,361000.0,11,76.34189031505251,28,12.456242707117854,46,57,58,63,64,66,49,58,59,61,64,69,63,63,65,72,59,56,54,69,70,43,61,58,53,55,10,43,56
8707,9283,1816,31,187.96,93.9,327,156,63,63,240000.0,2000.0,1,1,2,1,9,420000.0,11,76.34189031505251,28,12.456242707117854,17,11,16,19,15,15,15,11,24,14,42,23,37,63,39,23,63,32,58,13,30,14,10,42,11,59,20,13,15
12181,12210,2525,22,175.26,68.0,460,29,63,73,600000.0,1000.0,1,1,3,3,3,930000.0,11,76.34189031505251,28,12.456242707117854,54,63,44,58,41,64,38,38,51,63,77,76,79,60,76,55,56,65,44,62,59,51,62,57,44,55,50,44,51
15776,15630,3756,21,182.88,78.9,327,9,63,71,400000.0,2000.0,1,1,4,1,6,660000.0,11,76.34189031505251,28,12.456242707117854,21,20,22,25,11,11,20,10,24,23,33,41,32,55,41,31,64,24,44,17,19,16,11,33,23,34,14,22,18
3191,3477,415,25,182.88,73.9,662,16,63,66,2479280.1853212044,9902.134628416536,0,1,2,2,6,4622522.181547434,11,76.34189031505251,28,12.456242707117854,66,33,48,65,36,64,44,42,63,72,71,72,52,55,63,51,56,64,71,39,73,44,58,47,53,46,68,48,45
7350,7295,1728,24,170.18,69.9,466,6,63,69,500000.0,2000.0,1,1,2,3,6,850000.0,11,76.34189031505251,28,12.456242707117854,61,57,42,60,57,68,46,39,55,67,67,65,63,56,69,57,51,55,57,51,28,22,57,61,47,58,36,27,21
7756,8631,802,27,182.88,81.2,330,52,63,64,350000.0,1000.0,0,1,3,2,6,464000.0,11,76.34189031505251,28,12.456242707117854,52,41,59,57,23,62,47,61,55,60,79,76,62,47,59,33,62,73,69,36,58,63,59,34,35,62,68,61,60
12463,12792,3031,19,165.1,66.2,496,13,63,77,750000.0,2000.0,0,1,3,3,3,1600000.0,11,76.34189031505251,28,12.456242707117854,59,53,22,61,58,72,69,57,53,70,78,72,82,52,91,60,66,50,37,56,40,22,44,62,52,58,38,34,46
9933,17816,2468,20,154.94,66.2,823,84,63,79,800000.0,1000.0,1,1,3,2,6,1500000.0,11,76.34189031505251,28,12.456242707117854,29,63,59,56,38,63,45,31,32,62,77,76,67,60,70,60,62,67,63,55,31,15,64,53,57,44,33,12,15
14395,14783,1251,23,152.4,71.2,227,14,63,68,475000.0,2000.0,1,1,2,2,6,867000.0,11,76.34189031505251,28,12.456242707117854,42,52,58,63,40,61,45,37,60,63,78,76,74,59,75,60,70,85,74,51,89,61,53,60,50,62,61,62,60
4824,5093,3055,28,185.42,82.1,105,57,63,63,300000.0,2000.0,1,1,3,2,6,435000.0,11,76.34189031505251,28,12.456242707117854,42,32,58,50,21,42,37,31,50,51,62,63,54,55,61,60,76,63,74,29,63,61,30,43,47,52,61,65,61
15356,15851,890,33,190.5,84.8,823,44,63,63,290000.0,3000.0,1,1,3,2,6,508000.0,11,76.34189031505251,28,12.456242707117854,32,61,64,56,57,57,49,31,54,61,67,69,75,58,70,62,79,68,79,59,30,31,59,37,54,63,31,21,22
3823,3249,1793,24,187.96,84.8,104,44,63,69,425000.0,2000.0,1,1,3,2,9,829000.0,11,76.34189031505251,28,12.456242707117854,43,32,63,55,32,46,32,29,49,54,63,64,46,54,56,55,64,68,78,44,61,59,41,35,40,48,61,64,62
16976,16676,2403,26,182.88,84.8,328,133,63,66,375000.0,1000.0,0,1,3,2,6,534000.0,11,76.34189031505251,28,12.456242707117854,58,63,53,57,42,61,68,61,48,60,76,78,73,62,67,57,51,69,79,55,39,58,59,51,51,53,60,60,61
4548,4772,4719,21,187.96,83.9,327,29,63,77,675000.0,1000.0,1,1,3,1,6,1300000.0,11,76.34189031505251,28,12.456242707117854,16,14,16,27,17,13,18,12,17,20,47,46,36,54,35,25,53,36,62,12,16,25,17,20,23,38,24,16,11
649,988,2637,29,193.04,82.1,615,9,63,63,280000.0,4000.0,1,1,3,2,3,406000.0,11,76.34189031505251,28,12.456242707117854,64,38,59,58,45,58,38,28,58,56,68,76,61,62,34,56,34,90,90,54,79,56,49,58,25,50,55,57,57
14354,14281,6137,35,190.5,87.1,823,138,63,63,190000.0,1000.0,1,1,3,2,6,238000.0,11,76.34189031505251,28,12.456242707117854,32,71,72,41,45,44,37,35,35,48,60,68,52,50,39,66,48,61,85,62,35,13,66,46,67,69,25,12,15
5039,5105,2768,24,190.5,73.0,104,9,63,70,450000.0,2000.0,0,1,3,2,3,4622522.181547434,11,76.34189031505251,28,12.456242707117854,29,17,58,43,27,27,31,27,37,44,49,56,34,44,62,41,56,55,78,23,66,64,24,29,38,63,64,64,65
5637,6031,6044,24,154.94,73.0,328,44,63,67,400000.0,2000.0,0,1,2,2,3,610000.0,11,76.34189031505251,28,12.456242707117854,52,45,59,56,30,62,34,35,51,59,77,80,59,58,70,45,63,63,70,50,58,62,64,52,39,56,64,62,59
14033,13438,1427,26,175.26,71.2,823,18,63,66,475000.0,1000.0,1,1,3,3,6,677000.0,11,76.34189031505251,28,12.456242707117854,63,60,51,74,59,74,57,49,67,66,78,83,66,59,76,62,53,59,61,62,33,36,49,53,73,63,35,45,43
7439,7422,521,28,175.26,74.8,847,71,63,63,2479280.1853212044,9902.134628416536,1,1,3,2,9,4622522.181547434,11,76.34189031505251,28,12.456242707117854,61,63,57,57,50,61,47,58,46,64,77,74,79,57,80,70,52,60,63,64,47,34,55,46,65,47,28,31,29
